Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Nab-Paclitaxel	Y	Y	N		N	2005	Y	<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01CD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428647">CHEMBL428647</a>	Advanced Cervical Cancer; Advanced Head and Neck Cancer; Advanced Ovarian Cancer; Advanced Soft Tissue Sarcoma; Esophageal Cancers; Fallopian Tube Cancer; Kaposi&#39;s sarcoma; Locally Advanced Non-Small Cell Lung Cancer; Malignant Neoplasm of Stomach; Malignant Peritoneal Neoplasm; Metastatic Bladder Cancer; Metastatic Breast Cancer; Metastatic Melanoma; Metastatic Non-Small Cell Lung Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Pancreatic Adenocarcinoma Metastatic; Advanced Bladder cancer; Advanced Thymoma; Metastatic Penile cancer; Refractory Small cell lung cancer; Refractory Testicular germ cell cancer	SOD2; TUBA3C; TRIM5; FASN; NAT2; FZD3; FGD4; ERCC2; CDKN1A; FCGR2A; LIF; MAP3K1; TUBB4B; RRM1; SYK; EIF4E2; BIRC5; AURKA; TP53; OPRM1; BCL2; ABCB1; TUBA3D; NFE2; EPHA6; TUBA1A; TUBB3; TUBB4A; TUBB; ROS1; ERBB2; TUBA3E; FNTB; GSTP1; EDNRB; PIK3CA; E2F1; ETS2; TLE3; IL2RA; JAK2; CXCL8; ABCC1; GSTT1; TUBA4A; SLCO1B1; AR; FOS; ABCC10; RAD51C; EPHA5; TIGD1; SPIDR; CDK2; NR1I2; GMNN; GSTM1; BDNF; CYP3A; EIF4EBP1; ATM; ABCC3; SLC29A1; ABCC2; DSCAM; TUBB6; TOP2A; TUBB1; RAF1; TUBB2B; TUBA1C; NOP2; FGFR1; ABCG2; MYB; PIK3CG; TYMS; BRCA1; CASP7; NRG1; SLCO1B3; CHEK1; PGP; AFG2A; MMP2; DDIT3; STMN1; PTEN; EGFR; SOX10; MAD1L1; TUBB2A; ACSS2; PDCD4; CASP3; TUBA1B; TUBB8; RB1; MISP; ERCC1; CYP3A5; ARHGEF10; KRAS	2024-02-07	
Nab-Sirolimus	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB00877">DB00877</a>	L04AH01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL413">CHEMBL413</a>	Locally Advanced Unresectable or Metastatic Malignant Perivascular Epithelioid Cell Tumor (PEComa)	ADAMTSL4-AS1; MTOR; RBL2; AR; FLCN; APC; POR; NFE2L2; NRAS; TSC1; RPS6KB1; IL10; PRKAA1; EGFR; BAX; DDIT3; IL17A; TP53; ALK; EIF4E; ABCG2; PTEN; HRAS; RB1; TCF7L2; WT1; TGM2; CDKN2A; IL7; JAK2; CRLF2; ITGAL; DCN; PIM1; FBXW7; MMP1; CTLA4; NR1I2; MAPK10; FGFR1; IGFBP1; PGR; RPTOR; PLAU; FKBP4; FGF2; ERBB2; RHEB; IL15; ABCB1; NOS1; FKBP1A; PIK3CA; OPRK1; DDC; NF1; EML4	2024-02-07	
Nadofaragene Firadenovec	N	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB17381">DB17381</a>	L01XL10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3990041">CHEMBL3990041</a>	High risk BCG-unresponsive non-muscle invasive bladder cancer	IFNA2	2024-02-07	
Naxitamab	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15965">DB15965</a>	L01FX21	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297984">CHEMBL4297984</a>	High risk, refractory Neuroblastomas of the bone or bone marrow; High risk, relapsed Neuroblastomas of the bone or bone marrow		2022-10-23	
Necitumumab	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09559">DB09559</a>	L01FE03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743047">CHEMBL1743047</a>	Metastatic Non-Small Cell Lung Cancer	EGFR	2024-02-07	
Nelarabine	Y	Y	N		N	2005	Y	<a href="https://go.drugbank.com/drugs/DB01280">DB01280</a>	L01BB07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201112">CHEMBL1201112</a>	Lymphoblastic lymphoma (Precursor T-lymphoblastic lymphoma/leukemia) refractory; Refractory Acute Lymphoblastic Leukemia	POLA1; NT5C2	2024-02-07	
Neratinib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11828">DB11828</a>	L01EH02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL180022">CHEMBL180022</a>	Breast Cancer	ERBB2; ERBB4; CBL; BRAF; PGR; ESR1; YES1; EGFR; PIK3CA; KDR; ESR2; HERC2	2024-02-07	
Nilotinib	Y	Y	N		Y	2007	N	<a href="https://go.drugbank.com/drugs/DB04868">DB04868</a>	L01EA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL255863">CHEMBL255863</a>	Chronic Phase Chronic Myeloid Leukemia; Refractory Gastrointestinal stromal tumor; Refractory, accelerated phase Chronic myeloid leukemia	ABI1; FLT3; BCR; KIT; PDGFRA; ABCG2; UGT1A1; CYP3A4; PDGFRB; NF1; DDR2; ABL1	2024-02-07	
Nilutamide	N	Y	N		N	1996	Y	<a href="https://go.drugbank.com/drugs/DB00665">DB00665</a>	L02BB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1274">CHEMBL1274</a>	Metastatic Hormone Refractory Prostate Cancer	CYP2C19; CYP2D6; AR; CYP3A4; NFE2L2; CYP2C9; PRL; KLK3; CYP1A2	2024-02-07	
Nintedanib	Y	Y	N		N	2014	Y	<a href="https://go.drugbank.com/drugs/DB09079">DB09079</a>	L01EX09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL502835">CHEMBL502835</a>	Locally advanced Non-Small Cell Lung Cancer (NSCLC) caused by Adenocarcinoma; Locally recurrent Non-Small Cell Lung Cancer (NSCLC) caused by Adenocarcinoma; Metastatic Non-Small Cell Lung Cancer (NSCLC) caused by Adenocarcinoma	FGFR3; KDR; CFLAR; PDGFRB; PDGFRA; FGFR2; FGFR1; FGFR4; FLT1; RET; KIT; FLT4; AKT1; PIK3CA	2024-02-07	
Niraparib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11793">DB11793</a>	L01XK02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1094636">CHEMBL1094636</a>	Fallopian Tube Cancer; Ovarian Epithelial Cancer; Primary Peritoneal Cancer	PARP1; ATM; MYCN; RAD51C; BRCA1; ATR; ARID1A; FANCA; CHEK2; IDH1; SLFN11; PALB2; PTEN; BRCA2; CDK12; PARP2; BRIP1	2024-02-07	
Nirogacestat Hydrobromide	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB12005">DB12005</a>	L01XX81	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298153">CHEMBL4298153</a>	Progressive Desmoid Tumors		2024-02-01	
Nivolumab	Y	Y	N		Y	2015	N	<a href="https://go.drugbank.com/drugs/DB09035">DB09035</a>	L01FF01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108738">CHEMBL2108738</a>	Advanced Renal Cell Cancer; Classical Hodgkin&#39;s Lymphoma; Hepatocellular Carcinoma; Low Risk Advanced Renal Cell Cancer; Melanomas; Metastatic Colorectal Cancer (MCRC); Metastatic Melanoma; Metastatic Non-Small Cell Lung Cancer; Metastatic Small Cell Lung Cancer; Metastatic Squamous Cell Carcinoma of the Head and Neck; Metastatic Urothelial Carcinoma (UC); Recurrent Head and Neck Squamous Cell Carcinoma; Unresectable Melanoma; Intermediate risk Advanced Renal Cell Cancer; Locally advanced Urothelial Carcinoma	PTEN; CD274; PDCD1; CDK12; BRAF; MDM2; ALK; MLH1; IDH1; PMS2; FGFR3; KRAS; TP53; EGFR; HLA-DRA; NRAS; PBRM1; ARID1A; MDM4; STK11; MSH6; ERBB2	2024-02-07	
Obinutuzumab	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB08935">DB08935</a>	L01FA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743048">CHEMBL1743048</a>	Refractory Follicular Lymphoma; Previously untreated Chronic lymphocytic leukemia	MS4A1; TP53	2024-02-07	
Ofatumumab	Y	Y	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB06650">DB06650</a>	L04AA52; L01FA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201836">CHEMBL1201836</a>	Chronic Lymphocytic Leukaemia (CLL); Chronic Lymphocytic Leukemia (CLL) - Refractory; Progressive Chronic Lymphocytic Leukaemia (CLL); Recurrent Chronic Lymphocytic Leukaemia (CLL)	MS4A1	2024-02-07	
Olaparib	Y	Y	N		N	2014	N	<a href="https://go.drugbank.com/drugs/DB09074">DB09074</a>	L01XK01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL521686">CHEMBL521686</a>	Fallopian Tube Cancer; Malignant Peritoneal Neoplasm; Metastatic Breast Cancer; Ovarian Epithelial Cancer; Primary Peritoneal Cancer; Advanced deleterious germline or somatic BRCA-mutated advanced epithelial ovarian cancer; Advanced deleterious germline or somatic BRCA-mutated fallopian tube cancer; Advanced deleterious germline or somatic BRCA-mutated peritoneal cancer; Refractory Advanced Ovarian Cancer	PPP2R2A; ATM; RAD54L; PARP1; PGR; PARP3; PARP2; BRCA1; ATRX; CHEK1; IDH2; ERBB2; ESR1; ARID1A; PALB2; MYC; KDM6A; BRCA2; ESR2; IDH1; FANCA; MYCN; SF3B1; BARD1; CHEK2; ATR; NRAS; HDAC2; RAD51B; PTEN; PIK3CA; RAD51D; VHL; FANCL; CDK12; BRIP1; BAP1; RAD51C; TP53	2024-02-07	
Olaratumab	Y	Y	N		N	2016	N	<a href="https://go.drugbank.com/drugs/DB06043">DB06043</a>	L01FX10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743049">CHEMBL1743049</a>	Soft Tissue Sarcoma (STS)	PDGFRA	2024-02-07	
Olutasidenib	N	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB16267">DB16267</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297610">CHEMBL4297610</a>	Refractory Acute Myeloid Leukemia (AML), Relapsed Acute Myelogenous Leukemia (AML)	IDH1	2024-02-07	
Omacetaxine Mepesuccinate	N	Y	N		N	2009	N	<a href="https://go.drugbank.com/drugs/DB04865">DB04865</a>	L01XX40	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL46286">CHEMBL46286</a>	Refractory, accelerated phase Chronic myeloid leukemia; Refractory, chronic phase Chronic myeloid leukemia	BIRC5; ABL1; TERT; FLT3; BCR	2024-02-07	
Osimertinib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09330">DB09330</a>	L01EB04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3353410">CHEMBL3353410</a>	Metastatic Non-Small Cell Lung Cancer	MET; EGFR; PIK3CA; ERBB2; ROS1; ALK; TP53; CTNNB1; BRAF; PTEN; NRAS	2024-02-07	
Oxaliplatin	N	Y	Y		Y	2002	Y	<a href="https://go.drugbank.com/drugs/DB00526">DB00526</a>	L01XA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL414804">CHEMBL414804</a>	Advanced Colorectal Cancer; Advanced Ovarian Cancer; Advanced Pancreatic Cancer; Chronic Lymphocytic Leukemia (CLL) - Refractory; Colon Cancer Stage III; Esophageal Cancers; Malignant Neoplasm of Stomach; Advanced biliary adenocarcinoma; Refractory Neuroendocrine Tumour; Refractory Non-Hodgkin&#39;s lymphoma; Refractory Testicular cancer	PIN1; FGFR2; ABL1; KRAS; BRCA1; KLC3; PTGS2; ATP7A; ABCC2; PTEN; DPYD; SELE; PALB2; GNA13; MT1A; PARD3B; MGAT4A; ATP7B; GSTP1; PIK3CA; TP53; ABCC5; ZEB1; DKK1; BAX; ATM; MTHFR; FOXC2; CXCL10; BRAF; BCL2; CSMD1	2024-02-07	
Paclitaxel	Y	Y	N		Y	1992	Y	<a href="https://go.drugbank.com/drugs/DB01229">DB01229</a>	L01CD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL428647">CHEMBL428647</a>	Advanced Cervical Cancer; Advanced Head and Neck Cancer; Advanced Ovarian Cancer; Advanced Soft Tissue Sarcoma; Esophageal Cancers; Fallopian Tube Cancer; Kaposi&#39;s sarcoma; Locally Advanced Non-Small Cell Lung Cancer; Malignant Neoplasm of Stomach; Malignant Peritoneal Neoplasm; Metastatic Bladder Cancer; Metastatic Breast Cancer; Metastatic Melanoma; Metastatic Non-Small Cell Lung Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Pancreatic Adenocarcinoma Metastatic; Advanced Bladder cancer; Advanced Thymoma; Metastatic Penile cancer; Refractory Small cell lung cancer; Refractory Testicular germ cell cancer	SOD2; TUBA3C; TRIM5; FASN; NAT2; FZD3; FGD4; ERCC2; CDKN1A; FCGR2A; LIF; MAP3K1; TUBB4B; RRM1; SYK; EIF4E2; BIRC5; AURKA; TP53; OPRM1; BCL2; ABCB1; TUBA3D; NFE2; EPHA6; TUBA1A; TUBB3; TUBB4A; TUBB; ROS1; ERBB2; TUBA3E; FNTB; GSTP1; EDNRB; PIK3CA; E2F1; ETS2; TLE3; IL2RA; JAK2; CXCL8; ABCC1; GSTT1; TUBA4A; SLCO1B1; AR; FOS; ABCC10; RAD51C; EPHA5; TIGD1; SPIDR; CDK2; NR1I2; GMNN; GSTM1; BDNF; CYP3A; EIF4EBP1; ATM; ABCC3; SLC29A1; ABCC2; DSCAM; TUBB6; TOP2A; TUBB1; RAF1; TUBB2B; TUBA1C; NOP2; FGFR1; ABCG2; MYB; PIK3CG; TYMS; BRCA1; CASP7; NRG1; SLCO1B3; CHEK1; PGP; AFG2A; MMP2; DDIT3; STMN1; PTEN; EGFR; SOX10; MAD1L1; TUBB2A; ACSS2; PDCD4; CASP3; TUBA1B; TUBB8; RB1; MISP; ERCC1; CYP3A5; ARHGEF10; KRAS	2024-02-07	
Padeliporfin	Y	N	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB15575">DB15575</a>	L01XD07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298112">CHEMBL4298112</a>	Low-Risk Prostate Cancer of the one lobe only		2020-09-17	
Palbociclib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09073">DB09073</a>	L01EF01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL189963">CHEMBL189963</a>	Advanced Breast Cancer; Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer	ERBB2; CCND2; MST1R; DAPK3; CCND3; SMARCA4; CCNE2; CDK4; FLT3; ESR1; ALK; NRAS; PRKAA1; NEK2; DYRK1A; PGR; CCND1; MAP4K5; CDK9; PIK3CA; MAPK9; CHEK2; ESR2; KRAS; LRRK2; TAOK1; CCNE1; CDKN2A; CDK5; DYRK1B; TP53; PAK4; MAP4K2; PTEN; PRKD3; CHEK1; RET; MET; ROCK2; CDKN2B; CLK4; PRKX; BRAF; MAPK8; CLK2; CDK6; MAP4K4; RB1; RPS6KA3	2024-02-07	
Panitumumab	Y	Y	N		N	2006	N	<a href="https://go.drugbank.com/drugs/DB01269">DB01269</a>	L01FE02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201827">CHEMBL1201827</a>	Metastatic Colorectal Cancer (MCRC)	PTEN; TGFA; BRAF; BTC; HBEGF; TP53; MAP2K1; NRAS; EGFR; NRG1; CDKN2A; HRAS; KRAS; EREG; NRG3; AREG; PIK3CA; MET; NRG2	2024-02-07	
Panobinostat	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB06603">DB06603</a>	L01XH03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL483254">CHEMBL483254</a>	Refractory Multiple Myeloma	HDAC2; SIRT3; HDAC1; HDAC4; MYCN; HDAC5; CSF1R; SIRT6; HDAC3; SIRT5; HDAC7; BAP1; HDAC9; ACTL6A; HDAC11; HDAC8; HDAC10; SIRT7; BRAF; SIRT4; SMARCB1; KMT2A; SIRT2; SIRT1; HDAC6	2024-02-07	
Pazopanib	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB06589">DB06589</a>	L01EX03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL477772">CHEMBL477772</a>	Advanced Renal Cell Carcinoma; Advanced Soft Tissue Sarcoma; Advanced Thyroid cancer	KDR; NRAS; AURKB; PDGFRB; FLT1; KIT; LCK; PDGFRA; ALK; RET; HDAC2; AR; CYP2C8; CYP3A4; FGFR2; TP53; TNK2; UGT1A1; ABCG2; FLT4; MET; YES1; ABL1; CDK7; TAOK1; MTOR; FGFR1; MAP4K4; IGF1R; FGFR3; VHL; MAPK8; CXCL8; FYN; CSF1R; SCGB3A1; AURKA; PPARD; LTK; NEK2; NR1I2; PTK2; LIMK1; HLA-B; EWSR1; MAPK9; VEGFA; NF1	2024-02-07	
Pegaspargase	Y	Y	N		Y	1994	N	<a href="https://go.drugbank.com/drugs/DB00059">DB00059</a>	L01XX24	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108546">CHEMBL2108546</a>	Acute Lymphoblastic Leukaemias (ALL)	HLA-DRB1; DOK5; LINC00251; ARHGAP28; HLA-DQB1; BMP7; GATA3	2024-02-07	
Peginterferon Alfa-2b	Y	Y	N		N	2001	N	<a href="https://go.drugbank.com/drugs/DB00022">DB00022</a>	L03AB10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201561">CHEMBL1201561</a>	Melanomas	HLA-DPA1; CYP2R1; IFNL3; IFNAR2; VDR; IFIT1; SLC6A4; IFNA2; DNAAF9; HLA-A; SLC28A2; MICB; HLA-C; IL21R; JAK2; OAS1; KIR2DS2; TUT7; CARD16; HLA-B; CASP1; IFNAR1; KLRK1; IL18; EGFR; IL6; CXCL10; CYP27B1; SLC29A1; SOCS3; CTLA4; OASL	2024-02-07	
Pembrolizumab	Y	Y	N		Y	2014	N	<a href="https://go.drugbank.com/drugs/DB09037">DB09037</a>	L01FF02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137343">CHEMBL3137343</a>	Advanced Renal Cell Carcinoma; Cervical Cancers; Colorectal Cancers; Metastatic Melanoma; Metastatic Solid Tumors; Unresectable Melanoma; Urothelial carcinoma ureter metastatic; Locally advanced Urothelial Carcinoma; Locally advanced gastroesphageal juntion adenocarcinoma; Metastatic gastroesphageal juntion adenocarcinoma; Metastatic nonsquamous non-small cell lung cancer; Recurrent, metastatic Head and Neck Squamous Cell Carcinoma; Refractory, metastatic Non small cell lung cancer; Refractory, relapsed Hodgkin Lymphoma; Refractory, relapsed Mediastinal Large B-cell Lymphoma; Unresectable Solid Tumors	MLH1; BRAF; IDH1; FBXW7; PTEN; CD274; PBRM1; HLA-DRA; JAK1; ARID1A; TP53; ERBB2; MDM4; MSH6; NRAS; PDCD1LG2; B2M; ROS1; CDK12; ALK; PDCD1; JAK2; KIT; POLE; EGFR; MDM2; KRAS; STK11	2024-02-07	
Pemetrexed	Y	Y	N		N	2004	Y	<a href="https://go.drugbank.com/drugs/DB00642">DB00642</a>	L01BA04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL225072">CHEMBL225072</a>	Mesothelioma; Ovarian Cancer; Pleural Mesotheliomas; Urothelial carcinoma ureter metastatic; Locally advanced nonsquamous non-small cell lung cancer; Metastatic nonsquamous non-small cell lung cancer; Recurrent, IV-B Cervical cancer; Unresectable Thymoma	RRM1; XRCC1; GGH; MTHFR; ROS1; TYMS; FOLR3; ERCC2; MTHFD1; ALK; KRAS; SLC46A1; GART; ABCC2; PTEN; SLC19A1; ATIC; DHFR; EGFR	2024-02-07	
Pemigatinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15102">DB15102</a>	L01EN02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297522">CHEMBL4297522</a>	Unresectable, locally advanced Cholangiocarcinomas; Unresectable, metastatic Cholangiocarcinomas	FGFR1; FGFR3; FGFR2	2024-02-07	
Pentostatin	N	N	Y		N	1991	Y	<a href="https://go.drugbank.com/drugs/DB00552">DB00552</a>	L01XX08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1580">CHEMBL1580</a>	B-Lymphocytic, prolymphocytic leukemia (Kiel Classification) refractory; Chronic Lymphocytic Leukaemia (CLL); Hairy Cell Leukemia (HCL); Mycosis Fungoides (MF); Sezary Syndrome	ADA; PRKAA1	2024-02-07	
Pertuzumab	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB06366">DB06366</a>	L01FD02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2007641">CHEMBL2007641</a>	Early Breast Cancer; Inflammatory Breast Cancer (IBC); Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer	ERBB2; NRG1; ESR2; ESR1; EGFR; PGR; ERBB3	2024-02-07	
Pertuzumab, Trastuzumab, Hyaluronidase	Y	Y	N		N	2020		<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01XY02				2021-10-28	
Pipobroman	N	N	Y		N	1966		<a href="https://go.drugbank.com/drugs/DB00236">DB00236</a>	L01AX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1585">CHEMBL1585</a>		ALDH1A1; KDM4E; NFE2L2	2024-02-07	
Pirarubicin	N	N	N	Japan	N			<a href="https://go.drugbank.com/drugs/DB11616">DB11616</a>	L01DB08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2354444">CHEMBL2354444</a>		USP1; MYCN; POLK; KMT2A; GLS; TP53; ABCC1; FEN1; HTT	2024-02-07	
Pirtobrutinib	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB17472">DB17472</a>	L01EL05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4650485">CHEMBL4650485</a>	Refractory Mantle Cell Lymphoma (MCL), Relapsed Mantle Cell Lymphoma	BTK	2024-02-07	
Pixantrone	Y	N	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB06193">DB06193</a>	L01DB11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL167731">CHEMBL167731</a>	Non-Hodgkin&#39;s Lymphoma, Relapsed; Refractory Non-Hodgkin&#39;s lymphoma	TOP2A	2024-02-07	
Polatuzumab Vedotin	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB12240">DB12240</a>	L01FX14	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301582">CHEMBL3301582</a>	Diffuse Large B-Cell Lymphoma (DLBCL)	TUBB4B; TUBB2A; CD79B; TUBA1A; TUBA3E; TUBA1C; TUBB2B; TUBB4A; TUBA3C; TUBB8; TUBB; TUBB1; TUBA1B; TUBB6; TUBB3; TUBA4A	2024-02-07	
Polyestradiol Phosphate	N	N	Y		N	1957		<a href="https://go.drugbank.com/drugs/DB09369">DB09369</a>	L02AA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201477">CHEMBL1201477</a>		ESR1; AFP; NOS1	2024-02-07	
Pomalidomide	Y	Y	N		N	2013	Y	<a href="https://go.drugbank.com/drugs/DB08910">DB08910</a>	L04AX06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL43452">CHEMBL43452</a>	Refractory Multiple Myeloma	CUL4A; DDB1; RBX1; CRBN	2024-02-07	
Ponatinib	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08901">DB08901</a>	L01EA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1171837">CHEMBL1171837</a>	Accelerated phase chronic myologenic leukemia; Acute Lymphoblastic Leukaemias (ALL); Chronic Phase Chronic Myeloid Leukemia; Blast phase Chronic myelocytic leukemia	FLT3; PDGFRA; KIT; FGFR1; FGFR2; FGFR3; ABL1; FGFR4; PDGFRB; EML4; ABL2; BCR; BRAF; KRAS; ABI1; YES1; SRC; KDR; RET	2024-02-07	
Porfimer	Y	Y	N		N	1995	N	<a href="https://go.drugbank.com/drugs/DB00707">DB00707</a>	L01XD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201481">CHEMBL1201481</a>	Esophageal Cancers; Completely obstructive Non-small cell lung cancer; Microinvasive endobrachial Non-small cell lung cancer; Partially obstructive Non-small cell lung cancer		2020-09-17	
Pralatrexate	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB06813">DB06813</a>	L01BA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201746">CHEMBL1201746</a>	Cutaneous T-Cell Lymphoma (CTCL); Relapsed Peripheral T-Cell Lymphoma; Refractory Peripheral T-cell Lymphoma Unspecified	DHFR; RFC1; PDF	2024-02-07	
Pralsetinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15822">DB15822</a>	L01EX23	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297597">CHEMBL4297597</a>	Metastatic RET-fusion Non Small Cell Lung Cancer	RET; CCDC6; KIF5B; EML4	2024-02-07	
Prednisolone	Y	Y	N		Y	1955	Y	<a href="https://go.drugbank.com/drugs/DB00860">DB00860</a>	S03BA02; S02BA03; S01CB02; S01BA04; R01AD02; H02AB06; D07XA02; D07AA03; C05AA04; A07EA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL131">CHEMBL131</a>	Hypercalcemia of Malignancy; Leukemia, Acute; Malignant Lymphomas; Mycosis Fungoides (MF)	TG; DSE; NFE2L2; MTHFR; CYP3A5; NR3C1; HMGB1; CD34; CYP3A4; RPS19; ALPP; BGLAP; BAX; G6PD; PNPLA3; TAT; ANXA1; PLG; AR; TSPYL1; FCGR3B; FCGR3A; LCAT	2024-02-07	
Prednisone	N	Y	Y		N	1955	Y	<a href="https://go.drugbank.com/drugs/DB00635">DB00635</a>	H02AB07; A07EA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL635">CHEMBL635</a>	Acute Lymphoblastic Leukaemias (ALL); Aggressive Lymphoma; Hypercalcemia of Malignancy; Leukemia, Acute; Leukemias; Malignant Lymphomas; Metastatic Castration Resistant Prostate Cancer; Mycosis Fungoides (MF)	ATM; BMP7; DOK5; NCF4; MYC; NR3C1; MC2R; APOE; HSD17B10; NFATC1; TPMT; AR; CYP3A4; CHEK2; GSTA1; CTLA4; PALB2; PTPRC; CYP1A2; GSTM1; CYBA; ANXA1; ITGB2; CYP2D6; MBP; GSTP1; ABCB1; GATA3; BRIP1; LINC00251; CYP2C9; EDNRA; FANCA; CYP2C19; VWF; NOS3; CALCA; CDK12; SLC19A1; TG; CXCL12; IFNG	2024-02-07	
