diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3707395	ELAFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor delta agonist		PPARD	peroxisome proliferator activated receptor delta	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT03883607
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1422	SITAGLIPTIN	Small molecule	Dipeptidyl peptidase IV inhibitor		DPP4	dipeptidyl peptidase 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01963845
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2364624	PRADIGASTAT	Small molecule	Diacylglycerol O-acyltransferase 1 inhibitor		DGAT1	diacylglycerol O-acyltransferase 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01811472
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3707395	ELAFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor delta agonist		PPARD	peroxisome proliferator activated receptor delta	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01694849
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL193240	ROFLUMILAST	Small molecule	Phosphodiesterase 4 inhibitor		PDE4A	phosphodiesterase 4A	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT01703260
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL2110727	CENICRIVIROC	Small molecule	C-C chemokine receptor type 5 antagonist		CCR5	C-C motif chemokine receptor 5	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02217475
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL982	NALMEFENE	Small molecule	Opioid receptors; mu/kappa/delta antagonist		OPRD1	opioid receptor delta 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02442687
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4298169	TROPIFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03517540
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL3039515	ELOBIXIBAT	Small molecule	Ileal bile acid transporter inhibitor		SLC10A2	solute carrier family 10 member 2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT04006145
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4650349	CHIGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT05193916
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE10A	phosphodiesterase 10A	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE6D	phosphodiesterase 6D	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	Adenosine A2 receptor antagonist		ADORA2A	adenosine A2a receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297530	SAROGLITAZAR	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03863574
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1487	ATORVASTATIN	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT01617772
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL193240	ROFLUMILAST	Small molecule	Phosphodiesterase 4 inhibitor		PDE4B	phosphodiesterase 4B	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT01703260
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE6C	phosphodiesterase 6C	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297839	TIRZEPATIDE	Protein	Gastric inhibitory polypeptide receptor agonist		GIPR	gastric inhibitory polypeptide receptor	2	Active, not recruiting	https://clinicaltrials.gov/ct2/show/NCT04166773
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL566315	OBETICHOLIC ACID	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	2	Active, not recruiting	https://clinicaltrials.gov/ct2/show/NCT05573204
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1487	ATORVASTATIN	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	2	Recruiting	https://clinicaltrials.gov/ct2/show/NCT04679376
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor	Inhibitor	GPD2	glycerol-3-phosphate dehydrogenase 2	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297588	ODEVIXIBAT	Small molecule	Ileal bile acid transporter inhibitor		SLC10A2	solute carrier family 10 member 2	2	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT03451279
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	2	Completed	https://clinicaltrials.gov/ct2/show/NCT03850886
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1138	EZETIMIBE	Small molecule	Niemann-Pick C1-like protein 1 inhibitor		NPC1L1	NPC1 like intracellular cholesterol transporter 1	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01766713
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL197672	EMRICASAN	Small molecule	Caspase inhibitor		CASP3	caspase 3	2	Completed	https://clinicaltrials.gov/ct2/show/NCT02077374
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1042	CHOLECALCIFEROL	Small molecule	Vitamin D receptor agonist		VDR	vitamin D receptor	2	Completed	https://clinicaltrials.gov/ct2/show/NCT01571063
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE6B	phosphodiesterase 6B	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL121	ROSIGLITAZONE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00492700
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL3707395	ELAFIBRANOR	Small molecule	Peroxisome proliferator-activated receptor alpha agonist		PPARA	peroxisome proliferator activated receptor alpha	2	Terminated	https://clinicaltrials.gov/ct2/show/NCT03883607
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	2	Unknown status	https://clinicaltrials.gov/ct2/show/NCT00699036
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL628	PENTOXIFYLLINE	Small molecule	3',5'-cyclic phosphodiesterase inhibitor		PDE6G	phosphodiesterase 6G	2	Completed	https://clinicaltrials.gov/ct2/show/NCT00267670,https://clinicaltrials.gov/ct2/show/NCT00590161
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN3A	sodium voltage-gated channel alpha subunit 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN8A	sodium voltage-gated channel alpha subunit 8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1487	ATORVASTATIN	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL539697	DABIGATRAN ETEXILATE	Small molecule	Thrombin inhibitor		F2	coagulation factor II, thrombin	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03143166
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor	Inhibitor	GPD2	glycerol-3-phosphate dehydrogenase 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297578	PEGBELFERMIN	Protein	FGF1/KLB agonist		FGF1	fibroblast growth factor 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03674476
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A3	ATPase Na+/K+ transporting subunit alpha 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1389	LEVONORGESTREL	Small molecule	Progesterone receptor agonist		PGR	progesterone receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL113	CAFFEINE	Small molecule	Adenosine receptor antagonist		ADORA1	adenosine A1 receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297630	COTADUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	1	Terminated	https://clinicaltrials.gov/ct2/show/NCT05668936
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
